offer_id;dealer_plz;dealer_city;dealer_street_house_nr;make;model;price_raw;camera_resolution_raw;battery_life_raw;storage_size_raw;screen_size_raw;description_raw
96331544;9497;Horgen;Lustenbergerstrasse 4;Google;Pixel 7a;CHF 458.-;16 MP;15 hrs;128 GB;5.8 IN;Mit der hochauflösenden Kamera gelingen Nachtaufnahmen und Porträts mühelos.
40873075;9346;La Tour-de-Peilz;Zürcherstrasse 92;Vivo;Vivo X50;CHF 2005.-;48 MP;21 hrs;512 GB;6.5 IN;Großartiger Kundenservice und schnelle Updates für Problembehebungen.
78178370;4545;Wädenswil;Schweizerstrasse 83;Vivo;Vivo V23;CHF 817.-;50 MP;16 hrs;128 GB;6.1 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
48183458;7211;Bellinzona;Schneiderstrasse 65;Xiaomi;Redmi 12 Pro;CHF 1066.-;16 MP;18 hrs;256 GB;5.8 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
24153995;1440;Steffisburg;Flückigerstrasse 68;Google;Pixel 8;CHF 764.-;12 MP;24 hrs;256 GB;6.9 IN;Schlankes Design und robuste Bauweise für langanhaltenden Komfort.
48682523;3017;Allschwil;Albrechtstrasse 22;Vivo;Vivo V21;CHF 1519.-;16 MP;23 hrs;512 GB;5.8 IN;Nachtmodus für eine komfortable Nutzung auch bei Dunkelheit.
10789974;9502;Männedorf;Hauserstrasse 78;Apple;iPhone 15;CHF 7772.-;12 MP;15 hrs;512 GB;6.5 IN;Hervorragende Performance bei gleichzeitig niedrigerem Energieverbrauch.
43980250;8067;Gland;Knechtstrasse 350;Apple;iPhone 16;CHF 4134.-;20 MP;30 hrs;512 GB;6.5 IN;Kompakt und leistungsstark – ideal für mobile Content-Creator.
44447566;4040;Bassersdorf;Häfligerstrasse 625;Xiaomi;Mi 11;CHF 2247.-;48 MP;30 hrs;256 GB;6.7 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
14004669;8590;Frauenfeld;Grobstrasse 14;Vivo;Vivo X60;CHF 453.-;12 MP;22 hrs;64 GB;6.7 IN;Verbesserte Bildstabilisierung für perfekte Videos auch in Bewegung.
14661584;3136;Wettingen;Hirtstrasse 25;Apple;iPhone SE;CHF 4512.-;16 MP;27 hrs;512 GB;6.7 IN;Ergonomisches Design für höchsten Komfort bei langer Nutzung.
92978451;7707;Horw;Schmidtstrasse 15;Samsung;Galaxy S24;CHF 1092.-;50 MP;18 hrs;128 GB;6.1 IN;Mehrsprachige Unterstützung für internationale Nutzer.
20492341;4204;Ittigen;Probststrasse 634;Vivo;Vivo Y20;CHF 145.-;16 MP;17 hrs;64 GB;6.9 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
97314329;7854;Möhlin;Braunstrasse 30;Samsung;Galaxy S24;CHF 902.-;16 MP;19 hrs;128 GB;6.7 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
62416641;7480;Riehen;Benzstrasse 3;Xiaomi;Mi 11T;CHF 517.-;12 MP;20 hrs;128 GB;6.1 IN;Mit Stiftunterstützung für Kreativität und Präzision.
48344807;6121;Morges;Stutzstrasse 7;Apple;iPhone SE;CHF 3844.-;20 MP;15 hrs;128 GB;6.7 IN;Augenfreundlicher Lesemodus für komfortable E-Book-Lektüre.
60375248;8400;Münsingen;Wagnerstrasse 608;Samsung;Galaxy S23;CHF 1996.-;108 MP;23 hrs;512 GB;6.1 IN;Hervorragende Performance bei gleichzeitig niedrigerem Energieverbrauch.
69859815;1954;Ostermundigen;Jäggistrasse 55;Google;Pixel 8;CHF 3449.-;48 MP;20 hrs;128 GB;6.1 IN;Beeindruckende Akkulaufzeit und minimaler Ladeaufwand.
35453181;6574;Wetzikon;Hugstrasse 13;Apple;iPhone 13;CHF 1070.-;20 MP;20 hrs;128 GB;6.1 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
94735220;6985;Riehen;Kohlerstrasse 41;Vivo;Vivo V23;CHF 535.-;12 MP;28 hrs;512 GB;6.1 IN;Leistungsfähige Software für alle Ihre kreativen Ideen.
75910491;9450;Allschwil;Wengerstrasse 949;Xiaomi;Redmi Note 11;CHF 1000.-;16 MP;17 hrs;128 GB;6.5 IN;Flexible Foto- und Videofilter für kreative Aufnahmen.
29799484;3301;Rheinfelden;Tannerstrasse 28;Google;Pixel 6;CHF 1143.-;12 MP;28 hrs;512 GB;5.8 IN;Optimierter Prozessor für blitzschnelles Arbeiten und Multitasking.
14542798;7718;Birsfelden;Roosstrasse 4;Samsung;Galaxy S21;CHF 678.-;12 MP;16 hrs;128 GB;6.5 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
18391138;4098;Aarau;Gfellerstrasse 60;Vivo;Vivo Y20;CHF 513.-;20 MP;24 hrs;128 GB;5.8 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
58315768;9458;Uzwil;Martistrasse 31;Samsung;Galaxy S10;CHF 1395.-;12 MP;27 hrs;256 GB;5.8 IN;Dual-Lautsprecher mit Tiefenbass für besseren Sound.
65527069;8425;Nyon;Lutzstrasse 72;Samsung;Galaxy S21;CHF 382.-;12 MP;20 hrs;64 GB;5.8 IN;Schlankes Design und robuste Bauweise für langanhaltenden Komfort.
27028924;9312;Lutry;Amreinstrasse 57;Google;Pixel 8;CHF 2528.-;108 MP;22 hrs;256 GB;5.8 IN;Lässt sich einfach mit Ihrem Smartwatch synchronisieren.
40362840;4217;Riehen;Käserstrasse 23;Apple;iPhone 13;CHF 869.-;16 MP;29 hrs;64 GB;5.8 IN;Lässt sich einfach mit Ihrem Smartwatch synchronisieren.
82242484;8853;Illnau-Effretikon;Ammannstrasse 9;Apple;iPhone 15;CHF 2050.-;48 MP;20 hrs;64 GB;5.8 IN;Ultra-weite Weitwinkelkamera für mehr Raum in jedem Foto.
74654483;3501;Solothurn;Portmannstrasse 41;Vivo;Vivo X60;CHF 589.-;12 MP;31 hrs;256 GB;6.1 IN;Maximaler Datenschutz dank fortschrittlicher Sicherheitsstandards.
81256685;2473;Chêne-Bougeries;Seilerstrasse 58;Vivo;Vivo X60;CHF 604.-;16 MP;16 hrs;64 GB;5.8 IN;Robustes Design aus hochwertigen Materialien für lange Lebensdauer.
79396602;8840;Gossau;Zinggstrasse 552;Samsung;Galaxy S10;CHF 1879.-;12 MP;24 hrs;512 GB;6.7 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
51705779;9436;Herisau;Ottstrasse 3;Vivo;Vivo X50;CHF 168.-;16 MP;35 hrs;128 GB;5.8 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
39131204;7321;Le Grand-Saconnex;Schumacherstrasse 29;Xiaomi;Redmi Note 10;CHF 2750.-;108 MP;24 hrs;256 GB;6.1 IN;Großartiger Kundenservice und schnelle Updates für Problembehebungen.
27112303;4355;Bellinzona;Hugstrasse 973;Google;Pixel 7;CHF 2651.-;16 MP;22 hrs;256 GB;6.7 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
76302269;3924;Meilen;Schaubstrasse 88;Samsung;Galaxy S24;CHF 1458.-;12 MP;24 hrs;64 GB;6.5 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
25670605;9574;Zofingen;Wettsteinstrasse 18;Samsung;Galaxy S21;CHF 597.-;12 MP;26 hrs;256 GB;5.8 IN;Mit der hochauflösenden Kamera gelingen Nachtaufnahmen und Porträts mühelos.
43491080;3136;Bulle;Hermannstrasse 4;Xiaomi;Redmi 12 Pro;CHF 309.-;16 MP;29 hrs;64 GB;5.8 IN;Kompakt und leistungsstark – ideal für mobile Content-Creator.
10955005;8137;Opfikon;Mayerstrasse 62;Google;Pixel 7;CHF 1479.-;12 MP;26 hrs;128 GB;6.1 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
82522621;2265;Dübendorf;Bucherstrasse 43;Xiaomi;Redmi Note 11;CHF 1504.-;16 MP;18 hrs;256 GB;6.1 IN;Langjährige Updates und Support für ein nachhaltiges Nutzererlebnis.
27365348;9859;Thun;Furrerstrasse 3;Xiaomi;Redmi Note 10;CHF 402.-;12 MP;24 hrs;128 GB;6.5 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
58305998;2489;Spreitenbach;Schochstrasse 113;Xiaomi;Redmi Note 10;CHF 770.-;12 MP;21 hrs;256 GB;5.8 IN;Mit Stiftunterstützung für Kreativität und Präzision.
97891106;7159;Regensdorf;Kägistrasse 273;Samsung;Galaxy S10;CHF 673.-;12 MP;26 hrs;128 GB;5.8 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
10509040;3034;Kloten;Fehrstrasse 9;Xiaomi;Redmi Note 10;CHF 675.-;16 MP;32 hrs;256 GB;5.8 IN;Mehrsprachige Unterstützung für internationale Nutzer.
90195408;3905;Frauenfeld;Schmidtstrasse 3;Apple;iPhone 13;CHF 1256.-;20 MP;17 hrs;128 GB;6.1 IN;Multifunktionales Betriebssystem für maximalen Benutzerkomfort.
92185579;5290;Cham;Mäderstrasse 8;Google;Pixel 7;CHF 1281.-;16 MP;16 hrs;64 GB;6.1 IN;Einfache Bedienung und schnelle Einrichtung auch für Anfänger.
87930625;4218;Burgdorf;Schulerstrasse 63;Apple;iPhone 13;CHF 3015.-;16 MP;16 hrs;512 GB;6.7 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
37651781;4883;Horgen;Beckstrasse 687;Samsung;Galaxy S23;CHF 628.-;12 MP;20 hrs;64 GB;6.5 IN;Mehrsprachige Unterstützung für internationale Nutzer.
57774108;7644;Adliswil;Herzogstrasse 7;Google;Pixel 6a;CHF 1434.-;12 MP;23 hrs;128 GB;6.5 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
64152948;7530;Ittigen;Müllerstrasse 74;Xiaomi;Mi 11;CHF 2910.-;20 MP;20 hrs;512 GB;6.1 IN;Elegantes Design trifft auf Funktionalität – der perfekte Begleiter für unterwegs.
68667231;3150;Delsberg;Baurstrasse 64;Samsung;Galaxy S10;CHF 424.-;12 MP;23 hrs;256 GB;5.8 IN;Perfekte Bildqualität auch bei direktem Sonnenlicht dank hellerem Display.
25773925;4124;Gossau;Hermannstrasse 9;Vivo;Vivo X60;CHF 787.-;16 MP;15 hrs;512 GB;5.8 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
68917812;8263;Carouge;Grobstrasse 77;Samsung;Galaxy S20;CHF 788.-;12 MP;22 hrs;128 GB;6.7 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
80512681;3118;Belp;Wegmannstrasse 615;Google;Pixel 7a;CHF 1407.-;12 MP;17 hrs;256 GB;6.7 IN;Starker Akku, der den ganzen Tag hält, auch bei intensiver Nutzung.
71611654;4485;Thun;Bucherstrasse 109;Xiaomi;Redmi 12 Pro;CHF 1563.-;16 MP;25 hrs;512 GB;5.8 IN;Schlankes Design und robuste Bauweise für langanhaltenden Komfort.
70301444;5708;Langenthal;Winklerstrasse 7;Samsung;Galaxy S22;CHF 583.-;12 MP;27 hrs;128 GB;5.8 IN;Multifunktionales Betriebssystem für maximalen Benutzerkomfort.
96572962;1141;Oftringen;Schärstrasse 9;Samsung;Galaxy S20;CHF 2029.-;48 MP;21 hrs;64 GB;6.9 IN;Tageslicht-optimierte Displayeinstellungen für sonnige Umgebungen.
32150359;8411;Neuenburg;Favrestrasse 4;Samsung;Galaxy S10;CHF 3870.-;16 MP;34 hrs;128 GB;6.9 IN;Einfache Bedienung und schnelle Einrichtung auch für Anfänger.
37647573;1217;Affoltern;Sigriststrasse 8;Vivo;Vivo Y20;CHF 760.-;20 MP;17 hrs;256 GB;5.8 IN;Fortschrittliche Sensoren für präzise Fitness- und Gesundheitsdaten.
32293530;1295;Kloten;Hofstetterstrasse 17;Apple;iPhone 15;CHF 1976.-;16 MP;19 hrs;512 GB;6.1 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
41086582;9035;Volketswil;Schmidstrasse 61;Apple;iPhone 16;CHF 3204.-;12 MP;30 hrs;512 GB;6.1 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
47194050;6046;Bernex;Kohlerstrasse 41;Samsung;Galaxy S20;CHF 1915.-;12 MP;31 hrs;512 GB;6.1 IN;Perfekt für die Familie: hohe Sicherheit und einfache Kindersicherung.
57175405;8347;Thônex;Schweizerstrasse 7;Vivo;Vivo X50;CHF 251.-;12 MP;22 hrs;512 GB;6.5 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
21857900;5808;Ecublens;Stuckistrasse 45;Samsung;Galaxy S21;CHF 899.-;12 MP;18 hrs;256 GB;6.1 IN;Fortschrittliche Wasserkühlung für Gaming ohne Überhitzung.
81004829;2815;Buchs;Grafstrasse 78;Apple;iPhone 15;CHF 766.-;16 MP;26 hrs;256 GB;5.8 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
93942961;3142;Köniz;Schneiderstrasse 860;Apple;iPhone 16;CHF 4303.-;16 MP;22 hrs;256 GB;6.5 IN;Einfache Anpassung der Displayfarbe für optimalen Komfort.
36485662;6440;Einsiedeln;Amreinstrasse 51;Google;Pixel 8;CHF 522.-;50 MP;19 hrs;64 GB;6.1 IN;Kompaktes Design, das bequem in jede Tasche passt und angenehm in der Hand liegt.
63653415;3688;Grenchen;Baderstrasse 59;Samsung;Galaxy S22;CHF 451.-;12 MP;22 hrs;128 GB;5.8 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
67062040;2611;Pfäffikon;Walterstrasse 2;Xiaomi;Redmi 12 Pro;CHF 459.-;16 MP;24 hrs;64 GB;6.5 IN;Perfekt für Business und Freizeit: Hohes Arbeitstempo und starker Akku.
84544238;8586;Emmen;Stutzstrasse 52;Samsung;Galaxy S21;CHF 915.-;12 MP;19 hrs;64 GB;5.8 IN;Großer Speicherplatz für all Ihre Apps, Fotos und Videos – ideal für Power-User.
91578288;4078;Freienbach;Benzstrasse 189;Vivo;Vivo V23;CHF 1433.-;20 MP;18 hrs;512 GB;5.8 IN;Mit Stiftunterstützung für Kreativität und Präzision.
40057232;3484;Bernex;Weibelstrasse 73;Apple;iPhone 16;CHF 193.-;48 MP;15 hrs;64 GB;5.8 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
65391407;4526;Delsberg;Brunstrasse 67;Apple;iPhone 15;CHF 1546.-;12 MP;32 hrs;64 GB;6.5 IN;Kompakt und leistungsstark – ideal für mobile Content-Creator.
80407193;6777;Bülach;Eugsterstrasse 123;Xiaomi;Redmi 12 Pro;CHF 248.-;12 MP;19 hrs;256 GB;5.8 IN;Nahtlose Synchronisation mit Cloud-Diensten für Backups und Updates.
12489493;6115;Wil;Bühlerstrasse 184;Apple;iPhone 16;CHF 5559.-;20 MP;32 hrs;512 GB;6.5 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
13591830;6111;Möhlin;Roosstrasse 24;Vivo;Vivo V23;CHF 1228.-;108 MP;18 hrs;64 GB;6.1 IN;Multifunktionales Betriebssystem für maximalen Benutzerkomfort.
14908223;3977;Bellinzona;Maurerstrasse 1;Xiaomi;Redmi 12 Pro;CHF 1009.-;50 MP;20 hrs;64 GB;6.1 IN;Perfekt für die Familie: hohe Sicherheit und einfache Kindersicherung.
40027322;5634;Chêne-Bougeries;Zbindenstrasse 71;Xiaomi;Mi 11;CHF 710.-;12 MP;16 hrs;128 GB;6.1 IN;Großartiger Kundenservice und schnelle Updates für Problembehebungen.
45830413;7543;Steffisburg;Steffenstrasse 511;Samsung;Galaxy S10;CHF 1334.-;12 MP;29 hrs;128 GB;6.9 IN;Leistungsstarker Grafikprozessor – ideal für mobile Gaming-Fans.
69583464;9003;Wohlen;Wegmannstrasse 61;Vivo;Vivo V21;CHF 834.-;12 MP;30 hrs;128 GB;6.7 IN;Aufgeteilt in benutzerfreundliche Kategorien für schnelle Navigation.
51373213;6785;Zug;Mayerstrasse 13;Samsung;Galaxy S20;CHF 1251.-;20 MP;20 hrs;64 GB;6.1 IN;Großartiger Kundenservice und schnelle Updates für Problembehebungen.
65527054;4195;Cham;Hotzstrasse 33;Vivo;Vivo X50;CHF 617.-;48 MP;23 hrs;64 GB;6.5 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
83859615;8053;Wallisellen;Rüeggstrasse 2;Vivo;Vivo V21;CHF 565.-;16 MP;24 hrs;256 GB;6.7 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
56542534;3245;Delsberg;Haslerstrasse 54;Apple;iPhone 13;CHF 1930.-;50 MP;25 hrs;256 GB;5.8 IN;Ein umfassendes App-Ökosystem für Unterhaltung und Produktivität.
36111698;2763;Steffisburg;Eichenbergerstrasse 14;Xiaomi;Redmi Note 11;CHF 840.-;48 MP;29 hrs;64 GB;5.8 IN;Ergonomisches Design für höchsten Komfort bei langer Nutzung.
76141777;5190;Payerne;Sigriststrasse 610;Google;Pixel 7;CHF 1149.-;48 MP;18 hrs;64 GB;6.1 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
98023025;4405;Winterthur;Stöcklistrasse 8;Xiaomi;Redmi Note 10;CHF 1391.-;16 MP;27 hrs;256 GB;6.1 IN;Kabelloses Laden mit schneller Ladegeschwindigkeit.
20510156;8343;Davos;Eugsterstrasse 51;Xiaomi;Redmi Note 11;CHF 414.-;16 MP;30 hrs;64 GB;6.1 IN;Energiesparmodus, der automatisch aktiviert wird, um Akku zu sparen.
96942819;4304;Rapperswil-Jona;Hürlimannstrasse 1;Google;Pixel 8 Pro;CHF 3964.-;20 MP;18 hrs;512 GB;6.7 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
10746268;5967;Köniz;Brunnerstrasse 971;Samsung;Galaxy S21;CHF 1511.-;12 MP;18 hrs;128 GB;6.1 IN;Optimierte Konnektivität für unterbrechungsfreies Arbeiten und Spielen.
93717431;9808;Zollikon;Baurstrasse 72;Google;Pixel 8 Pro;CHF 941.-;48 MP;23 hrs;128 GB;5.8 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
14367194;4988;Volketswil;Toblerstrasse 39;Google;Pixel 6;CHF 3947.-;12 MP;27 hrs;64 GB;6.7 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
64078145;6646;Einsiedeln;Wyssstrasse 778;Xiaomi;Redmi 12 Pro;CHF 1074.-;12 MP;16 hrs;64 GB;6.1 IN;Perfekt für die Familie: hohe Sicherheit und einfache Kindersicherung.
80445740;4089;Richterswil;Weibelstrasse 52;Samsung;Galaxy S20;CHF 824.-;16 MP;18 hrs;256 GB;5.8 IN;Blitzschnelle Ladezeiten dank modernster Prozessor-Technologie.
21725411;9214;Affoltern;Gfellerstrasse 10;Google;Pixel 6;CHF 2439.-;16 MP;20 hrs;512 GB;6.7 IN;Nachtmodus für eine komfortable Nutzung auch bei Dunkelheit.
23872713;2755;La Chaux-de-Fonds;Michelstrasse 97;Apple;iPhone 16;CHF 598.-;12 MP;30 hrs;64 GB;5.8 IN;Blitzschnelle Ladezeiten dank modernster Prozessor-Technologie.
37645557;7698;Romanshorn;Mayerstrasse 24;Samsung;Galaxy S22;CHF 958.-;12 MP;19 hrs;128 GB;6.1 IN;Fortschrittliche Sensoren für präzise Fitness- und Gesundheitsdaten.
62894626;9595;Bellinzona;Staufferstrasse 952;Google;Pixel 7a;CHF 2803.-;16 MP;22 hrs;256 GB;6.9 IN;Hochwertige Audioqualität für Musikliebhaber und Filmfreunde.
86554615;3393;Hinwil;Walderstrasse 34;Apple;iPhone 14;CHF 2315.-;12 MP;26 hrs;512 GB;5.8 IN;Aufgeteilt in benutzerfreundliche Kategorien für schnelle Navigation.
48074502;1767;Bellinzona;Geigerstrasse 92;Xiaomi;Redmi Note 10;CHF 538.-;12 MP;20 hrs;256 GB;6.5 IN;Mit der hochauflösenden Kamera gelingen Nachtaufnahmen und Porträts mühelos.
24787439;6687;Urdorf;Furrerstrasse 25;Apple;iPhone 13;CHF 1854.-;12 MP;23 hrs;64 GB;6.5 IN;Flexible Foto- und Videofilter für kreative Aufnahmen.
73857650;7351;Emmen;Felderstrasse 21;Vivo;Vivo Y20;CHF 352.-;12 MP;19 hrs;64 GB;6.7 IN;Einsteigerfreundlich und intuitiv – perfekt für alle Altersgruppen.
38851827;7118;Steinhausen;Furrerstrasse 38;Xiaomi;Mi 11T;CHF 383.-;16 MP;30 hrs;128 GB;5.8 IN;Optimierter Prozessor für blitzschnelles Arbeiten und Multitasking.
13077195;9769;Genf;Meyerstrasse 79;Xiaomi;Redmi Note 10;CHF 1061.-;12 MP;34 hrs;128 GB;6.7 IN;Energiesparmodus, der automatisch aktiviert wird, um Akku zu sparen.
73132152;9849;Zollikofen;Bieristrasse 2;Samsung;Galaxy S22;CHF 981.-;12 MP;25 hrs;256 GB;6.7 IN;Mit Stereo-Lautsprechern für kristallklare Audio-Erlebnisse.
31464176;7327;Männedorf;Studerstrasse 42;Xiaomi;Redmi Note 11;CHF 1370.-;12 MP;20 hrs;128 GB;6.7 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
27096116;7105;Glarus;Forsterstrasse 50;Samsung;Galaxy S20;CHF 5876.-;48 MP;15 hrs;512 GB;6.1 IN;Genießen Sie lebendige Farben und Kontraste mit der AMOLED-Technologie.
23751148;7696;Volketswil;Kaiserstrasse 4;Xiaomi;Redmi Note 11;CHF 457.-;12 MP;24 hrs;128 GB;5.8 IN;Für intensives Gaming und kreative Bearbeitung entwickelt.
77783212;3151;Luzern;Schulerstrasse 304;Samsung;Galaxy S20;CHF 2507.-;16 MP;33 hrs;64 GB;6.7 IN;Wetterfeste Bauweise für Regen- und Sonnenbeständigkeit.
96057708;6390;Schlieren;Frickstrasse 71;Apple;iPhone 16;CHF 5429.-;16 MP;30 hrs;512 GB;6.1 IN;Leistungsstarker Grafikprozessor – ideal für mobile Gaming-Fans.
37512612;4180;Siders;Aebistrasse 92;Apple;iPhone 13;CHF 95.-;48 MP;18 hrs;64 GB;6.1 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
40601377;9765;Val-de-Travers;Gerberstrasse 28;Vivo;Vivo Y20;CHF 735.-;12 MP;29 hrs;512 GB;6.5 IN;Kompakt und leistungsstark – ideal für mobile Content-Creator.
10971584;3421;Illnau-Effretikon;Siegriststrasse 88;Vivo;Vivo Y20;CHF 774.-;16 MP;22 hrs;256 GB;6.1 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
70624300;9781;Martigny;Schmidstrasse 3;Google;Pixel 8;CHF 620.-;12 MP;15 hrs;256 GB;5.8 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
67448226;2635;Weinfelden;Wehrlistrasse 6;Vivo;Vivo X60;CHF 524.-;20 MP;27 hrs;64 GB;6.7 IN;Augenfreundlicher Lesemodus für komfortable E-Book-Lektüre.
15589634;4291;Bellinzona;Kaiserstrasse 297;Vivo;Vivo Y20;CHF 3929.-;20 MP;22 hrs;512 GB;6.9 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
34990046;1812;Richterswil;Studerstrasse 48;Vivo;Vivo V23;CHF 593.-;48 MP;34 hrs;64 GB;5.8 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
30738663;2694;Grenchen;Probststrasse 84;Apple;iPhone 16;CHF 3067.-;16 MP;15 hrs;512 GB;6.5 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
97103763;1116;Oftringen;Hauserstrasse 24;Vivo;Vivo V23;CHF 878.-;20 MP;17 hrs;64 GB;6.5 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
90583948;3072;Münchenbuchsee;Bianchistrasse 3;Samsung;Galaxy S23;CHF 2850.-;50 MP;23 hrs;128 GB;5.8 IN;Brillanter Sound und gestochen scharfer Bildschirm für Multimedia-Genuss.
13939506;4924;Zollikofen;Christenstrasse 742;Samsung;Galaxy S21;CHF 1925.-;48 MP;17 hrs;512 GB;6.9 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
37981761;5910;Münsingen;Hermannstrasse 79;Vivo;Vivo V23;CHF 336.-;12 MP;15 hrs;512 GB;6.1 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
53803022;9075;Steinhausen;Forsterstrasse 98;Apple;iPhone 13;CHF 1497.-;12 MP;34 hrs;128 GB;5.8 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
61607984;8204;Ecublens;Hofstetterstrasse 9;Apple;iPhone 15;CHF 140.-;12 MP;19 hrs;64 GB;5.8 IN;Hervorragende Performance bei gleichzeitig niedrigerem Energieverbrauch.
17504883;9618;Veyrier;Freistrasse 7;Samsung;Galaxy S10;CHF 307.-;12 MP;30 hrs;64 GB;5.8 IN;Energiesparmodus, der automatisch aktiviert wird, um Akku zu sparen.
75151093;5219;Dübendorf;Aebistrasse 20;Google;Pixel 8;CHF 1995.-;12 MP;24 hrs;128 GB;6.5 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
54225842;6716;Spreitenbach;Hofstetterstrasse 74;Xiaomi;Mi 11T;CHF 973.-;16 MP;25 hrs;64 GB;6.5 IN;Mehrsprachige Unterstützung für internationale Nutzer.
35205271;4344;Siders;Bättigstrasse 41;Google;Pixel 6a;CHF 791.-;16 MP;15 hrs;128 GB;6.1 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
23215963;1177;Prilly;Kunzstrasse 78;Vivo;Vivo X60;CHF 648.-;12 MP;16 hrs;128 GB;6.7 IN;Ein umfassendes App-Ökosystem für Unterhaltung und Produktivität.
80591618;3322;Solothurn;Schärerstrasse 1;Google;Pixel 6a;CHF 3432.-;48 MP;18 hrs;256 GB;6.5 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
87200361;1506;Bern;Staufferstrasse 37;Apple;iPhone 15;CHF 683.-;48 MP;21 hrs;64 GB;6.1 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
55443998;5881;Zürich;Haslerstrasse 368;Vivo;Vivo Y20;CHF 420.-;48 MP;19 hrs;128 GB;5.8 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
14086791;2143;Richterswil;Ammannstrasse 80;Google;Pixel 8;CHF 4830.-;16 MP;20 hrs;512 GB;6.5 IN;Energieoptimiertes Design für längere Nutzungszeiten ohne Nachladen.
54618828;3621;Delsberg;Lutzstrasse 87;Vivo;Vivo X60;CHF 336.-;16 MP;20 hrs;64 GB;5.8 IN;Großer Speicherplatz für all Ihre Apps, Fotos und Videos – ideal für Power-User.
38230024;1212;Bassersdorf;Probststrasse 4;Xiaomi;Redmi Note 11;CHF 1127.-;16 MP;17 hrs;256 GB;6.5 IN;Große Auswahl an Zubehör für Individualität und Funktionalität.
30474029;1241;Sitten;Portmannstrasse 8;Google;Pixel 8;CHF 1382.-;16 MP;29 hrs;256 GB;5.8 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
46441374;5482;Onex;Weberstrasse 70;Xiaomi;Redmi Note 10;CHF 354.-;12 MP;28 hrs;256 GB;6.7 IN;Große Auswahl an Zubehör für Individualität und Funktionalität.
29915865;7610;Brig-Glis;Rothstrasse 8;Vivo;Vivo X60;CHF 283.-;12 MP;25 hrs;64 GB;6.1 IN;Optimierte Kamera mit KI-Unterstützung für perfekte Schnappschüsse.
